product_category_name_english,customer_city,deal_per_location_category
health_beauty,pinhao,10
bed_bath_table,perdoes,10
sports_leisure,perdizes,10
sports_leisure,papanduva,10
computers_accessories,palotina,10
telephony,palestina,10
fashion_bags_accessories,paicandu,10
telephony,nova ponte,10
cool_stuff,neropolis,10
garden_tools,nepomuceno,10
sports_leisure,navirai,10
telephony,muzambinho,10
health_beauty,morada nova,10
sports_leisure,mimoso do sul,10
stationery,mateus leme,10
cool_stuff,martinopolis,10
electronics,mar de espanha,10
auto,mangueirinha,10
industry_commerce_and_business,mamanguape,10
construction_tools_construction,lindoia,10
baby,lambari,10
bed_bath_table,juquia,10
stationery,julio de castilhos,10
office_furniture,jaguarao,10
audio,jacare,10
bed_bath_table,itaguacu,10
health_beauty,itaberaba,10
sports_leisure,imbituva,10
furniture_decor,guaratuba,10
fixed_telephony,guaranesia,10
electronics,garibaldi,10
auto,fervedouro,10
furniture_decor,coroata,10
computers_accessories,conchas,10
office_furniture,conceicao do coite,10
baby,conceicao da aparecida,10
health_beauty,colorado,10
office_furniture,colider,10
watches_gifts,charqueada,10
telephony,carpina,10
stationery,campo verde,10
garden_tools,campina verde,10
computers,camanducaia,10
sports_leisure,caico,10
bed_bath_table,caetite,10
drinks,cacu,10
housewares,buri,10
home_appliances,brasilia de minas,10
pet_shop,braganca,10
furniture_decor,bofete,10
fashion_bags_accessories,bilac,10
toys,belo oriente,10
computers_accessories,bayeux,10
sports_leisure,barra do corda,10
fashion_bags_accessories,barra de sao francisco,10
computers_accessories,baependi,10
sports_leisure,arapoti,10
health_beauty,aracariguama,10
computers,antonina,10
bed_bath_table,alto do rodrigues,10
baby,aimores,10
bed_bath_table,xangri-la,9
stationery,vazante,9
computers_accessories,trancoso,9
baby,tiangua,9
bed_bath_table,taiuva,9
garden_tools,serafina correa,9
auto,schroeder,9
cool_stuff,sao jeronimo,9
cool_stuff,sao goncalo do sapucai,9
auto,sao goncalo do rio abaixo,9
furniture_decor,sao gabriel do oeste,9
sports_leisure,sao felix do xingu,9
stationery,santa cruz das palmeiras,9
housewares,santa branca,9
housewares,santa albertina,9
furniture_decor,rio acima,9
baby,quedas do iguacu,9
auto,porto nacional,9
toys,porto belo,9
computers_accessories,porecatu,9
bed_bath_table,pontes e lacerda,9
sports_leisure,poco fundo,9
electronics,planalto,9
fixed_telephony,piquete,9
perfumery,pinheiros,9
toys,pesqueira,9
health_beauty,penedo,9
furniture_decor,pau dos ferros,9
home_appliances,parapua,9
pet_shop,paraopeba,9
sports_leisure,nucleo residencial pilar,9
bed_bath_table,novo cruzeiro,9
sports_leisure,nova petropolis,9
consoles_games,nova londrina,9
sports_leisure,nao-me-toque,9
agro_industry_and_commerce,mutum,9
bed_bath_table,morro do chapeu,9
cool_stuff,monte santo de minas,9
bed_bath_table,matupa,9
fashion_bags_accessories,marmeleiro,9
cool_stuff,luis antonio,9
auto,joao neiva,9
sports_leisure,itapoa,9
pet_shop,ipaussu,9
health_beauty,ipanema,9
bed_bath_table,ipaba,9
furniture_decor,ico,9
health_beauty,ibotirama,9
garden_tools,ibatiba,9
health_beauty,guaicara,9
bed_bath_table,goianira,9
sports_leisure,faxinal,9
furniture_decor,espumoso,9
fashion_bags_accessories,eldorado,9
perfumery,dores do indaia,9
books_general_interest,domingos martins,9
computers_accessories,dianopolis,9
home_confort,currais novos,9
cool_stuff,crixas,9
bed_bath_table,cristina,9
health_beauty,crateus,9
bed_bath_table,colina,9
pet_shop,cidade ocidental,9
furniture_decor,chapadao do ceu,9
health_beauty,cedral,9
garden_tools,capela,9
furniture_decor,canaa dos carajas,9
baby,campanha,9
office_furniture,camocim,9
health_beauty,camamu,9
bed_bath_table,cajuru,9
kitchen_dining_laundry_garden_furniture,cajobi,9
toys,botelhos,9
garden_tools,borborema,9
health_beauty,benedito novo,9
furniture_decor,barra da estiva,9
auto,balsamo,9
electronics,arroio dos ratos,9
computers_accessories,arroio do sal,9
health_beauty,aracuai,9
home_appliances,ampere,9
sports_leisure,alto boa vista,9
garden_tools,acreuna,9
telephony,acarau,9
housewares,valparaiso,8
agro_industry_and_commerce,ubajara,8
furniture_decor,tupi paulista,8
health_beauty,tucano,8
bed_bath_table,trajano de moraes,8
health_beauty,tocantinopolis,8
bed_bath_table,tiradentes,8
pet_shop,sousa,8
garden_tools,soledade,8
construction_tools_construction,simonesia,8
watches_gifts,sapezal,8
sports_leisure,sao sepe,8
bed_bath_table,sao jose do norte,8
telephony,sao jose da lapa,8
health_beauty,sao joao do piaui,8
consoles_games,sao cristovao,8
watches_gifts,sao bento do sapucai,8
bed_bath_table,santa rita,8
construction_tools_safety,ruy barbosa,8
sports_leisure,rodeio,8
computers_accessories,ribeira do pombal,8
sports_leisure,realeza,8
baby,prudentopolis,8
cool_stuff,potiragua,8
bed_bath_table,porto real,8
computers_accessories,pontal do parana,8
computers_accessories,pirapetinga,8
watches_gifts,pirangi,8
furniture_decor,piedade de caratinga,8
bed_bath_table,palmeira dos indios,8
health_beauty,palmares,8
stationery,ouricuri,8
construction_tools_lights,ortigueira,8
toys,orleans,8
watches_gifts,nova olinda,8
sports_leisure,nova europa,8
bed_bath_table,nhandeara,8
watches_gifts,nazare paulista,8
furniture_decor,monte belo,8
auto,miracatu,8
garden_tools,mata verde,8
consoles_games,marilandia,8
watches_gifts,mambore,8
computers_accessories,lauro muller,8
fashion_shoes,lagoa grande,8
luggage_accessories,lagoa formosa,8
construction_tools_construction,japura,8
garden_tools,japuiba,8
housewares,itapuranga,8
toys,itambe,8
health_beauty,itambacuri,8
housewares,itacare,8
furniture_decor,itabera,8
stationery,horizontina,8
perfumery,hidrolandia,8
bed_bath_table,goias,8
market_place,getulio vargas,8
cool_stuff,encruzilhada do sul,8
sports_leisure,ecoporanga,8
bed_bath_table,dores de campos,8
telephony,cruzeiro do oeste,8
computers_accessories,cruz,8
baby,cristalina,8
sports_leisure,cosmorama,8
furniture_decor,coribe,8
sports_leisure,comodoro,8
consoles_games,comendador levy gasparian,8
housewares,colonia castrolanda,8
fashion_bags_accessories,cocal,8
bed_bath_table,cidade gaucha,8
sports_leisure,cassilandia,8
air_conditioning,carai,8
bed_bath_table,cananeia,8
perfumery,campo maior,8
bed_bath_table,campo ere,8
audio,campinorte,8
kitchen_dining_laundry_garden_furniture,cambuci,8
air_conditioning,california da barra,8
construction_tools_construction,caetanopolis,8
bed_bath_table,bicas,8
health_beauty,bela vista de goias,8
perfumery,bananal,8
health_beauty,balneario pinhal,8
housewares,bady bassitt,8
watches_gifts,arraial d'ajuda,8
consoles_games,aripuana,8
fashion_bags_accessories,arinos,8
home_comfort_2,areal,8
toys,arceburgo,8
furniture_decor,apiai,8
housewares,anicuns,8
health_beauty,angatuba,8
pet_shop,amambai,8
garden_tools,alvares machado,8
bed_bath_table,alcinopolis,8
health_beauty,aguas belas,8
toys,afogados da ingazeira,8
luggage_accessories,acopiara,8
telephony,vila muriqui,7
cool_stuff,uruara,7
sports_leisure,ubirata,7
telephony,timbauba,7
toys,terra roxa,7
furniture_decor,terra rica,7
bed_bath_table,teixeiras,7
health_beauty,sooretama,7
computers_accessories,simao dias,7
furniture_decor,silvania,7
computers_accessories,senges,7
telephony,seara,7
sports_leisure,seabra,7
toys,saudades,7
home_confort,sapucaia,7
health_beauty,sao miguel do araguaia,7
health_beauty,sao jose do calcado,7
computers_accessories,sao jose da barra,7
,sao joao evangelista,7
auto,sao joao dos patos,7
auto,sao francisco de paula,7
telephony,sao domingos do norte,7
furniture_decor,sao domingos,7
telephony,sao benedito,7
telephony,santo cristo,7
computers_accessories,santa rita do araguaia,7
garden_tools,santa rita de caldas,7
furniture_decor,santa maria madalena,7
sports_leisure,santa isabel do para,7
auto,salto do lontra,7
bed_bath_table,saltinho,7
security_and_services,rolim de moura,7
audio,rio pomba,7
computers_accessories,rio novo do sul,7
sports_leisure,ribeirao claro,7
housewares,ribeirao bonito,7
furniture_decor,reboucas,7
air_conditioning,primeiro de maio,7
,porto xavier,7
health_beauty,pombal,7
furniture_decor,piritiba,7
sports_leisure,piripiri,7
toys,pirai do sul,7
costruction_tools_tools,pinhalao,7
toys,pimenta bueno,7
housewares,perdigao,7
bed_bath_table,paulo de faria,7
sports_leisure,passo de torres,7
telephony,paramirim,7
construction_tools_construction,padre carvalho,7
electronics,paco do lumiar,7
bed_bath_table,pacajus,7
telephony,ourilandia do norte,7
watches_gifts,novo progresso,7
telephony,nova veneza,7
cool_stuff,nova santa rita,7
baby,nova russas,7
computers_accessories,nova prata do iguacu,7
stationery,mundo novo,7
computers_accessories,mucuri,7
housewares,mozarlandia,7
bed_bath_table,morungaba,7
sports_leisure,morro da fumaca,7
garden_tools,moreno,7
bed_bath_table,monte alegre do sul,7
books_general_interest,missal,7
watches_gifts,medina,7
garden_tools,medeiros neto,7
books_general_interest,mallet,7
baby,madre de deus,7
garden_tools,limoeiro,7
health_beauty,lajedo,7
garden_tools,jeceaba,7
,jaragua,7
home_appliances,jacunda,7
fashion_bags_accessories,ivaipora,7
costruction_tools_garden,itobi,7
health_beauty,itariri,7
stationery,itapui,7
telephony,itapejara d'oeste,7
toys,itaobim,7
telephony,inhapim,7
telephony,inhambupe,7
furniture_decor,inconfidentes,7
electronics,igarapava,7
auto,ibira,7
housewares,iacanga,7
housewares,guarani,7
computers_accessories,guaracai,7
perfumery,fronteira,7
housewares,formosa do rio preto,7
bed_bath_table,firminopolis,7
small_appliances,fernando prestes,7
watches_gifts,estiva gerbi,7
furniture_decor,ervalia,7
computers_accessories,entre rios de minas,7
telephony,engenheiro paulo de frontin,7
luggage_accessories,dom feliciano,7
furniture_decor,divinolandia,7
bed_bath_table,diamantino,7
telephony,cruzeiro do sul,7
electronics,conservatoria,7
luggage_accessories,confresa,7
watches_gifts,conceicao do araguaia,7
sports_leisure,ceu azul,7
sports_leisure,ceres,7
cool_stuff,catole do rocha,7
fashion_shoes,catende,7
baby,casca,7
computers_accessories,cansancao,7
sports_leisure,campos belos,7
perfumery,camacan,7
health_beauty,cachoeira de minas,7
stationery,cachoeira alta,7
bed_bath_table,cacapava do sul,7
bed_bath_table,cabedelo,7
home_appliances,bom conselho,7
health_beauty,bocaina,7
cool_stuff,avanhandava,7
home_construction,astorga,7
,apiuna,7
health_beauty,antonio prado,7
watches_gifts,alpinopolis,7
cool_stuff,alfredo chaves,7
furniture_decor,acailandia,7
sports_leisure,vargem bonita,6
sports_leisure,urania,6
health_beauty,ubaira,6
health_beauty,turvo,6
computers_accessories,tupancireta,6
housewares,tres coroas,6
watches_gifts,torrinha,6
sports_leisure,tocantins,6
computers_accessories,tapes,6
telephony,tangua,6
furniture_decor,silva jardim,6
furniture_decor,severinia,6
toys,sao sebastiao do alto,6
watches_gifts,sao romao,6
toys,sao jose do ouro,6
bed_bath_table,sao jose do cedro,6
cool_stuff,sao joao do paraiso,6
sports_leisure,santo estevao,6
fashion_bags_accessories,santo antonio do jardim,6
health_beauty,santo antonio do descoberto,6
garden_tools,santo amaro de campos,6
furniture_decor,santa cruz,6
telephony,sananduva,6
sports_leisure,sales oliveira,6
watches_gifts,rio pardo de minas,6
watches_gifts,rio largo,6
baby,rio do campo,6
garden_tools,rio das flores,6
christmas_supplies,rio casca,6
sports_leisure,rio branco do sul,6
perfumery,regeneracao,6
construction_tools_construction,rafard,6
watches_gifts,quixeramobim,6
health_beauty,quatis,6
housewares,presidente olegario,6
furniture_decor,presidente getulio,6
cool_stuff,presidente bernardes,6
home_appliances,piratuba,6
computers_accessories,pejucara,6
sports_leisure,pedregulho,6
bed_bath_table,pedra preta,6
furniture_decor,paulo frontin,6
toys,pauliceia,6
furniture_decor,paranaita,6
home_construction,paraiso,6
home_construction,pains,6
baby,pacaja,6
sports_leisure,pacaembu,6
computers_accessories,otacilio costa,6
cool_stuff,orizona,6
health_beauty,oeiras,6
toys,nova trento,6
baby,nova hartz,6
bed_bath_table,nova esperanca do sul,6
sports_leisure,nova alvorada do sul,6
housewares,miguel calmon,6
musical_instruments,mato verde,6
electronics,martins soares,6
housewares,marechal floriano,6
perfumery,maracas,6
telephony,livramento de nossa senhora,6
housewares,lima duarte,6
sports_leisure,lagoa dourada,6
sports_leisure,ladario,6
furniture_decor,juruaia,6
garden_tools,juatuba,6
computers_accessories,juara,6
sports_leisure,joanopolis,6
telephony,jesuania,6
small_appliances,jeremoabo,6
sports_leisure,jaru,6
consoles_games,jambeiro,6
bed_bath_table,jaiba,6
office_furniture,itarana,6
toys,itapura,6
cool_stuff,itapaje,6
toys,itajuipe,6
computers_accessories,itaipulandia,6
electronics,itaberai,6
telephony,iraquara,6
baby,irapuru,6
watches_gifts,ipueiras,6
computers_accessories,ipora do oeste,6
health_beauty,iepe,6
food,holambra ii,6
cool_stuff,guarai,6
housewares,guapo,6
electronics,guapiacu,6
cool_stuff,gravatal,6
furniture_decor,general salgado,6
baby,feira nova,6
housewares,espigao do oeste,6
health_beauty,esperanca,6
fashion_bags_accessories,entre rios,6
construction_tools_safety,elias fausto,6
fashion_bags_accessories,dom eliseu,6
computers_accessories,dionisio cerqueira,6
construction_tools_construction,diamante do norte,6
bed_bath_table,delmiro gouveia,6
housewares,datas,6
telephony,custodia,6
bed_bath_table,corrente,6
fashion_shoes,conquista,6
furniture_decor,conceicao do rio verde,6
baby,colonia vitoria,6
telephony,cocalinho,6
health_beauty,claudia,6
fashion_bags_accessories,catigua,6
perfumery,catanduvas,6
bed_bath_table,cassia,6
bed_bath_table,casa nova,6
watches_gifts,carmopolis de minas,6
office_furniture,carmo da mata,6
electronics,carlopolis,6
health_beauty,cardoso moreira,6
telephony,cardoso,6
garden_tools,capitao leonidas marques,6
toys,caninde,6
housewares,candido godoi,6
garden_tools,canavieiras,6
watches_gifts,canapolis,6
watches_gifts,campos de julio,6
furniture_decor,campinas do sul,6
watches_gifts,cambuquira,6
bed_bath_table,camapua,6
toys,caldas,6
bed_bath_table,cabrobo,6
watches_gifts,cabreuva,6
housewares,butia,6
furniture_decor,buriticupu,6
toys,buenopolis,6
home_construction,brazopolis,6
electronics,borda da mata,6
office_furniture,bom principio,6
luggage_accessories,bataguassu,6
health_beauty,barreiros,6
computers_accessories,barcarena,6
electronics,barbalha,6
cool_stuff,bananeiras,6
computers_accessories,aurora,6
perfumery,assai,6
computers_accessories,areias,6
computers_accessories,areado,6
fashion_shoes,araputanga,6
electronics,arapora,6
perfumery,apiaca,6
auto,alexania,6
health_beauty,aguas vermelhas,6
home_confort,aguas formosas,6
sports_leisure,agua branca,6
garden_tools,abelardo luz,6
garden_tools,ze doca,5
,varjota,5
stationery,vargem alta,5
cool_stuff,utinga,5
pet_shop,urucui,5
pet_shop,urbano santos,5
pet_shop,upanema,5
computers_accessories,una,5
furniture_decor,tres fronteiras,5
housewares,tres barras,5
sports_leisure,travessao,5
watches_gifts,toritama,5
cool_stuff,tombos,5
bed_bath_table,terra de areia,5
pet_shop,tarabai,5
fashion_bags_accessories,tabira,5
telephony,tabatinga,5
telephony,surubim,5
home_confort,sud mennucci,5
health_beauty,soledade de minas,5
computers_accessories,sirinhaem,5
tablets_printing_image,silveiras,5
sports_leisure,sete barras,5
computers_accessories,sertao,5
sports_leisure,sertanopolis,5
baby,serra dos aimores,5
telephony,sao tiago,5
baby,sao sebastiao do passe,5
fashion_bags_accessories,sao roque do canaa,5
home_appliances,sao miguel dos campos,5
electronics,sao miguel do guapore,5
health_beauty,sao miguel do guama,5
telephony,sao miguel,5
bed_bath_table,sao geraldo,5
books_general_interest,sao domingos do prata,5
bed_bath_table,sao bento,5
furniture_decor,santo antonio do amparo,5
watches_gifts,santo antonio das missoes,5
furniture_decor,santa quiteria,5
toys,santa maria de itabira,5
computers_accessories,santa fe,5
furniture_decor,santa cruz de minas,5
sports_leisure,santa cruz cabralia,5
bed_bath_table,sanclerlandia,5
health_beauty,salto do jacui,5
sports_leisure,sales,5
bed_bath_table,sabinopolis,5
bed_bath_table,roseira,5
baby,roque gonzales,5
sports_leisure,rio pardo,5
furniture_decor,rio manso,5
furniture_decor,rio do pires,5
health_beauty,rio bananal,5
furniture_decor,rio azul,5
bed_bath_table,ribeirao do pinhal,5
bed_bath_table,riacho de santana,5
furniture_decor,riachao do jacuipe,5
furniture_decor,remanso,5
garden_tools,quixabeira,5
furniture_decor,quatro bocas,5
musical_instruments,quatigua,5
computers_accessories,prado,5
computers_accessories,porteirinha,5
bed_bath_table,pongai,5
consoles_games,pinheiro machado,5
sports_leisure,pedro canario,5
auto,pedrinopolis,5
cool_stuff,pedralva,5
watches_gifts,pedra azul,5
sports_leisure,pecanha,5
auto,peabiru,5
telephony,parambu,5
health_beauty,paraipaba,5
fashion_shoes,papagaios,5
sports_leisure,panorama,5
computers_accessories,palmitos,5
stationery,palmitinho,5
bed_bath_table,palmeira d'oeste,5
health_beauty,palmares do sul,5
furniture_decor,pacatuba,5
perfumery,orindiuva,5
housewares,ocaucu,5
consoles_games,nova mutum,5
auto,nova fatima,5
telephony,nova bassano,5
bed_bath_table,nova bandeirantes,5
bed_bath_table,muqui,5
computers_accessories,munhoz,5
baby,monte azul,5
telephony,monte alegre de minas,5
perfumery,minas novas,5
health_beauty,mendonca,5
toys,mendes pimentel,5
housewares,matias olimpio,5
toys,massaranduba,5
costruction_tools_garden,maristela,5
baby,maragogi,5
housewares,maracana,5
pet_shop,manoel ribas,5
food_drink,macau,5
home_appliances,macaiba,5
sports_leisure,laurentino,5
toys,lagoa da confusao,5
watches_gifts,lago da pedra,5
bed_bath_table,jumirim,5
furniture_decor,joviania,5
office_furniture,jordania,5
home_appliances,joao lisboa,5
housewares,jauru,5
auto,jatoba,5
stationery,jardim,5
furniture_decor,japira,5
telephony,jaguaribe,5
housewares,jacupiranga,5
cool_stuff,itauba,5
toys,itau de minas,5
sports_leisure,itarantim,5
toys,itapagipe,5
watches_gifts,itapaci,5
furniture_decor,itaju,5
toys,itaipava,5
furniture_decor,irapua,5
home_appliances,ipumirim,5
housewares,ipiabas,5
telephony,indiara,5
perfumery,indianopolis,5
bed_bath_table,inacio martins,5
electronics,imbuia,5
fashion_bags_accessories,igarata,5
computers_accessories,iconha,5
telephony,icapui,5
telephony,ibirarema,5
cool_stuff,ibicarai,5
furniture_decor,iapu,5
books_general_interest,horizonte,5
computers_accessories,guarei,5
sports_leisure,guaranta do norte,5
health_beauty,guaranta,5
health_beauty,guaraniacu,5
auto,guadalupe,5
auto,guabiruba,5
furniture_decor,granja,5
telephony,grajau,5
bed_bath_table,gouveia,5
furniture_decor,general carneiro,5
home_appliances_2,garuva,5
furniture_decor,fundao,5
furniture_decor,frei inocencio,5
watches_gifts,figueira,5
watches_gifts,eugenopolis,5
bed_bath_table,euclides da cunha,5
health_beauty,estacao,5
toys,esplanada,5
watches_gifts,esperantina,5
auto,eneas marques,5
telephony,dores do rio preto,5
bed_bath_table,dom pedro,5
books_general_interest,divinolandia de minas,5
perfumery,delfinopolis,5
baby,cunha pora,5
sports_leisure,condor,5
computers_accessories,conceicao do castelo,5
furniture_decor,conceicao das pedras,5
auto,colonia jordaozinho,5
bed_bath_table,colombia,5
consoles_games,colinas,5
sports_leisure,clevelandia,5
computers_accessories,cidreira,5
computers_accessories,chui,5
consoles_games,catuipe,5
stationery,catas altas,5
auto,castelandia,5
sports_leisure,carapebus,5
garden_tools,capivari de baixo,5
watches_gifts,capim grosso,5
garden_tools,capao do leao,5
baby,capao do cipo,5
watches_gifts,candido de abreu,5
home_appliances,candelaria,5
health_beauty,campos sales,5
perfumery,campos gerais,5
auto,campos altos,5
computers_accessories,campo alegre,5
cool_stuff,cacequi,5
toys,brauna,5
auto,bonfim,5
consoles_games,bom sucesso,5
electronics,bituruna,5
toys,barra do ribeiro,5
home_construction,ariranha,5
telephony,arealva,5
perfumery,arcoverde,5
musical_instruments,araujos,5
cool_stuff,araruna,5
housewares,arandu,5
auto,araguatins,5
telephony,aracoiaba,5
telephony,anita garibaldi,5
housewares,andrelandia,5
telephony,andorinha,5
baby,altos,5
auto,alto parnaiba,5
toys,alto araguaia,5
housewares,agua doce do norte,5
stationery,adolfo,5
sports_leisure,abre campo,5
watches_gifts,volta grande,4
furniture_decor,vila rica,4
art,vila dos cabanos,4
auto,vianopolis,4
stationery,vera,4
housewares,varre-sai,4
computers_accessories,valenca do piaui,4
computers_accessories,urubici,4
baby,uruana,4
auto,uibai,4
health_beauty,ubaporanga,4
housewares,ubaitaba,4
health_beauty,uaua,4
watches_gifts,tucuma,4
bed_bath_table,trombudo central,4
bed_bath_table,trindade do sul,4
bed_bath_table,tibagi,4
fashion_male_clothing,terra boa,4
fashion_sport,teolandia,4
baby,teixeira soares,4
telephony,tarumirim,4
computers_accessories,tanhacu,4
,tailandia,4
furniture_decor,sitio novo do tocantins,4
housewares,sideropolis,4
computers_accessories,setubinha,4
health_beauty,sertania,4
auto,serra do ramalho,4
furniture_decor,senhora de oliveira,4
office_furniture,senador pompeu,4
watches_gifts,saudade do iguacu,4
computers_accessories,sapucai-mirim,4
sports_leisure,sao tomas de aquino,4
sports_leisure,sao sebastiao da grama,4
watches_gifts,sao pedro dos ferros,4
auto,sao mateus do maranhao,4
electronics,sao ludgero,4
luggage_accessories,sao jose do egito,4
bed_bath_table,sao jose da bela vista,4
toys,sao goncalo do para,4
housewares,sao bento do una,4
cool_stuff,santanesia,4
housewares,santana do mundau,4
bed_bath_table,santana do jacare,4
luggage_accessories,santana do araguaia,4
luggage_accessories,santana do acarau,4
health_beauty,santana da vargem,4
health_beauty,santa mariana,4
telephony,santa lucia,4
fashion_male_clothing,santa fe de goias,4
stationery,santa cruz de monte castelo,4
pet_shop,santa cruz da conceicao,4
housewares,santa barbara d oeste,4
health_beauty,sanharo,4
perfumery,salto veloso,4
housewares,saloa,4
electronics,salgado filho,4
auto,rosana,4
health_beauty,ritapolis,4
cool_stuff,rio real,4
fashion_bags_accessories,rio preto,4
sports_leisure,rio piracicaba,4
health_beauty,rio novo,4
fashion_bags_accessories,rio bonito do iguacu,4
furniture_decor,ribeirao do sul,4
housewares,ribeirao,4
bed_bath_table,rianapolis,4
fashion_male_clothing,reserva,4
pet_shop,renascenca,4
furniture_decor,raposo,4
cool_stuff,quintana,4
health_beauty,quilombo,4
stationery,quarai,4
industry_commerce_and_business,propria,4
telephony,presidente tancredo neves,4
home_appliances,posto da mata,4
auto,poco verde,4
electronics,pocinhos,4
health_beauty,piumhi,4
garden_tools,pirenopolis,4
bed_bath_table,piranhas,4
furniture_decor,piranga,4
consoles_games,pinheiro,4
sports_leisure,pilar,4
telephony,pilao arcado,4
electronics,pien,4
fashion_shoes,piedade do rio grande,4
health_beauty,picarra,4
fashion_bags_accessories,peixoto de azevedo,4
furniture_decor,pedrinhas paulista,4
bed_bath_table,pedreiras,4
telephony,paulistana,4
health_beauty,parelhas,4
sports_leisure,parauna,4
,paraibano,4
health_beauty,paracuru,4
auto,palma sola,4
furniture_decor,palma,4
housewares,padre bernardo,4
sports_leisure,ouro preto do oeste,4
electronics,oriente,4
housewares,nova santa rosa,4
computers,nova olinda do maranhao,4
housewares,nova monte verde,4
electronics,nova canaa do norte,4
watches_gifts,nova aurora,4
toys,nova alvorada,4
auto,mutuipe,4
bed_bath_table,munhoz de melo,4
health_beauty,morro reuter,4
computers_accessories,morro de sao paulo,4
health_beauty,morretes,4
computers_accessories,morada nova de minas,4
sports_leisure,montalvania,4
electronics,moju,4
health_beauty,mirinzal,4
sports_leisure,miranda,4
musical_instruments,milagres,4
stationery,merces,4
housewares,maurilandia,4
housewares,matipo,4
auto,maripa,4
bed_bath_table,mario campos,4
watches_gifts,marco,4
toys,maravilhas,4
bed_bath_table,maracacume,4
stationery,mantenopolis,4
sports_leisure,mandaguacu,4
housewares,macedonia,4
watches_gifts,lucianopolis,4
home_confort,lavinia,4
housewares,juti,4
cool_stuff,jussara,4
cool_stuff,jucurutu,4
bed_bath_table,joaquim tavora,4
perfumery,joaquim nabuco,4
auto,jijoca de jericoacoara,4
cool_stuff,jesuitas,4
market_place,jari,4
air_conditioning,janiopolis,4
computers_accessories,jaguaruana,4
cool_stuff,jacui,4
sports_leisure,jacinto machado,4
watches_gifts,jacaraci,4
pet_shop,ivinhema,4
sports_leisure,itubera,4
watches_gifts,ituacu,4
pet_shop,itororo,4
housewares,itiuba,4
perfumery,itinga,4
musical_instruments,itatinga,4
computers_accessories,itatim,4
bed_bath_table,itaperucu,4
garden_tools,itapemirim,4
fashion_bags_accessories,itapecuru mirim,4
health_beauty,itanhomi,4
watches_gifts,itaituba,4
industry_commerce_and_business,itaitinga,4
bed_bath_table,itabela,4
electronics,irineopolis,4
signaling_and_security,irani,4
bed_bath_table,ipubi,4
computers_accessories,ipu,4
consoles_games,ipiranga,4
sports_leisure,inaja,4
housewares,inaciolandia,4
health_beauty,ilhota,4
audio,ilha de itamaraca,4
toys,iguatama,4
electronics,igaracu do tiete,4
perfumery,ibiraci,4
watches_gifts,ibiam,4
office_furniture,iacu,4
telephony,iaciara,4
consoles_games,humaita,4
sports_leisure,hidreletrica tucurui,4
cool_stuff,guimarania,4
telephony,guaruja do sul,4
telephony,guaraciaba do norte,4
sports_leisure,guaraci,4
computers_accessories,governador portela,4
market_place,goncalves,4
computers_accessories,goianinha,4
sports_leisure,goianapolis,4
auto,glicerio,4
cool_stuff,gaurama,4
stationery,gandu,4
telephony,gameleira,4
sports_leisure,francisco badaro,4
health_beauty,forquilha,4
garden_tools,formoso do araguaia,4
pet_shop,florida paulista,4
housewares,florestopolis,4
health_beauty,flores,4
sports_leisure,fazenda nova,4
toys,fatima do sul,4
auto,fatima,4
bed_bath_table,entre-ijuis,4
fixed_telephony,eliseu martins,4
bed_bath_table,edeia,4
sports_leisure,dumont,4
office_furniture,dom silverio,4
costruction_tools_tools,dom basilio,4
health_beauty,curralinho,4
telephony,curiuva,4
watches_gifts,cruzilia,4
sports_leisure,cruzalia,4
health_beauty,cristais paulista,4
garden_tools,cristais,4
fashion_bags_accessories,crisopolis,4
watches_gifts,corupa,4
bed_bath_table,corumbaiba,4
health_beauty,congonhal,4
baby,condado,4
cool_stuff,conceicao dos ouros,4
auto,cocal do sul,4
electronics,coaraci,4
electronics,clementina,4
health_beauty,cidelandia,4
pet_shop,chopinzinho,4
watches_gifts,chapadinha,4
baby,chapada gaucha,4
sports_leisure,chapada dos guimaraes,4
telephony,chapada,4
bed_bath_table,cerro azul,4
fixed_telephony,centenario do sul,4
watches_gifts,castelo do piaui,4
watches_gifts,carmo da cachoeira,4
fashion_bags_accessories,carius,4
pet_shop,carbonita,4
computers_accessories,carambei,4
consoles_games,carajas,4
watches_gifts,canelinha,4
stationery,candiota,4
pet_shop,candido rodrigues,4
computers_accessories,campo do meio,4
stationery,cameta,4
perfumery,caiaponia,4
toys,cacule,4
books_technical,cachoeira,4
health_beauty,cabralia paulista,4
office_furniture,caarapo,4
telephony,buerarema,4
telephony,bueno brandao,4
health_beauty,brejo da madre de deus,4
health_beauty,bonfinopolis,4
bed_bath_table,bom repouso,4
watches_gifts,bom jesus do norte,4
consoles_games,bom jesus do galho,4
sports_leisure,boa vista da aparecida,4
auto,bernardino de campos,4
telephony,belmonte,4
consoles_games,bela cruz,4
fashion_bags_accessories,barros cassal,4
health_beauty,barro,4
luggage_accessories,barreirinhas,4
pet_shop,barra do turvo,4
bed_bath_table,barra do bugres,4
sports_leisure,barbosa ferraz,4
pet_shop,bandeira do sul,4
furniture_decor,balneario barra do sul,4
sports_leisure,balneario arroio do silva,4
furniture_decor,avelar,4
bed_bath_table,ascurra,4
health_beauty,arvorezinha,4
telephony,arroio grande,4
fashion_bags_accessories,arneiroz,4
sports_leisure,araci,4
watches_gifts,arace,4
fashion_bags_accessories,aquidauana,4
furniture_decor,anta gorda,4
bed_bath_table,angulo,4
bed_bath_table,analandia,4
